age,income,loan_amount,term_months,credit_score,num_of_defaults,employment_years,home_ownership,purpose,monthly_payment,dti,prob_default,default
28,55460,7308,36,641,0,20,RENT,home_improvement,215.95,0.0467,0.0913,0
21,32902,33272,36,552,0,7,OWN,debt_consolidation,907.48,0.331,0.6799,1
64,75695,34187,48,618,0,9,RENT,credit_card,714.42,0.1133,0.2586,1
25,29243,9794,36,576,0,21,MORTGAGE,home_improvement,323.03,0.1326,0.1897,0
23,79561,7060,36,784,1,20,RENT,credit_card,331.44,0.05,0.0895,0
21,44295,1000,48,708,0,1,OWN,home_improvement,24.73,0.0067,0.0597,0
24,28465,16708,60,581,0,13,RENT,debt_consolidation,269.06,0.1134,0.2509,0
60,53783,19524,60,685,0,4,OWN,debt_consolidation,421.96,0.0941,0.1548,0
55,30939,9206,48,568,1,6,RENT,debt_consolidation,248.47,0.0964,0.3103,0
52,50687,17827,36,522,1,10,RENT,debt_consolidation,584.01,0.1383,0.4837,1
62,38449,1121,36,601,0,2,OWN,credit_card,43.05,0.0134,0.1002,0
54,68901,24676,60,639,0,29,OWN,credit_card,452.09,0.0787,0.1164,0
63,52734,9690,36,676,1,11,OTHER,major_purchase,271.58,0.0618,0.1553,0
45,26229,17887,48,710,0,13,OWN,small_business,375.47,0.1718,0.2657,0
30,38059,17101,36,624,0,22,OWN,home_improvement,480.55,0.1515,0.2079,0
41,64098,1000,36,697,0,28,MORTGAGE,credit_card,48.6,0.0091,0.0326,0
66,75741,23340,36,538,0,0,MORTGAGE,debt_consolidation,652.05,0.1033,0.2741,0
59,49094,7155,60,752,0,28,OWN,credit_card,188.68,0.0461,0.0449,0
47,29112,17025,24,540,0,21,OWN,debt_consolidation,738.15,0.3043,0.5265,0
47,71080,1000,48,615,0,15,MORTGAGE,home_improvement,30.91,0.0052,0.0597,0
22,64011,10206,60,600,1,14,OWN,small_business,178.17,0.0334,0.2092,0
61,76130,18632,60,549,0,0,MORTGAGE,credit_card,289.28,0.0456,0.1768,0
68,55804,4206,36,673,0,22,RENT,debt_consolidation,62.6,0.0135,0.0579,0
33,39588,4754,36,769,0,21,MORTGAGE,other,182.1,0.0552,0.0533,0
29,60337,16250,60,523,0,12,RENT,debt_consolidation,320.63,0.0638,0.2154,0
56,56526,13324,36,489,0,25,RENT,other,314.76,0.0668,0.2104,0
42,38502,18493,36,588,0,26,MORTGAGE,small_business,459.43,0.1432,0.2927,0
62,53972,11321,36,633,0,14,OWN,credit_card,349.47,0.0777,0.1386,0
46,46099,21414,12,703,2,16,RENT,debt_consolidation,1768.49,0.4604,0.8476,1
32,64870,9330,36,616,0,8,RENT,other,209.67,0.0388,0.126,0
37,59840,20970,48,520,0,4,RENT,home_improvement,356.65,0.0715,0.2781,1
34,28968,5932,48,739,2,26,RENT,debt_consolidation,100.47,0.0416,0.182,0
34,26951,8890,12,585,0,22,RENT,credit_card,747.36,0.3328,0.5746,1
54,48203,22306,60,694,0,11,RENT,home_improvement,357.64,0.089,0.1507,0
40,50656,9856,36,570,2,16,RENT,debt_consolidation,207.46,0.0491,0.3571,1
31,65219,3287,36,637,0,10,MORTGAGE,debt_consolidation,61.89,0.0114,0.0602,0
36,60266,32301,60,674,0,10,RENT,debt_consolidation,566.1,0.1127,0.265,0
51,79173,14648,36,590,0,23,RENT,debt_consolidation,486.04,0.0737,0.1526,0
26,40656,19714,48,679,2,7,MORTGAGE,debt_consolidation,413.04,0.1219,0.4484,1
39,39514,1000,48,624,0,14,MORTGAGE,debt_consolidation,72.47,0.022,0.0641,0
57,30803,28318,48,618,0,24,RENT,debt_consolidation,626.01,0.2439,0.4493,0
24,64988,41462,36,755,0,1,RENT,debt_consolidation,1122.68,0.2073,0.4166,1
67,50435,27421,36,674,0,21,OWN,other,808.58,0.1924,0.2728,0
24,12927,28847,36,684,0,9,RENT,credit_card,857.52,0.796,1.0,1
40,54043,10912,36,701,0,20,MORTGAGE,credit_card,278.9,0.0619,0.0826,0
30,55319,17518,36,690,0,21,RENT,credit_card,487.5,0.1057,0.1459,1
44,47113,19880,60,674,0,13,OTHER,debt_consolidation,303.07,0.0772,0.1404,0
55,55933,8023,36,736,0,4,OWN,other,160.01,0.0343,0.0669,0
46,25595,13759,60,584,0,26,RENT,credit_card,280.47,0.1315,0.2089,0
57,82820,4990,36,660,0,16,RENT,credit_card,218.75,0.0317,0.0864,0
58,57605,11044,48,628,0,17,OWN,other,227.01,0.0473,0.0934,0
41,14526,23408,60,659,1,18,RENT,home_improvement,363.41,0.3002,0.6348,0
60,49882,1000,60,601,0,6,RENT,debt_consolidation,70.07,0.0169,0.0906,0
59,58134,24531,36,536,0,25,RENT,other,740.22,0.1528,0.3382,0
41,27741,1000,60,706,0,24,OWN,other,-26.64,-0.0115,0.03,1
30,60672,15524,36,818,0,17,OWN,other,438.23,0.0867,0.0612,0
58,83618,16434,24,725,0,11,RENT,debt_consolidation,783.72,0.1125,0.1407,0
66,37112,20728,48,710,0,14,OWN,other,522.9,0.1691,0.217,0
24,58568,13194,60,667,0,28,OWN,credit_card,173.69,0.0356,0.0572,0
65,54171,4553,60,639,0,13,MORTGAGE,home_improvement,6.31,0.0014,0.071,0
40,69365,16845,24,643,0,9,MORTGAGE,debt_consolidation,719.43,0.1245,0.2099,0
37,47823,36725,48,642,0,16,MORTGAGE,debt_consolidation,800.75,0.2009,0.355,0
27,28665,14855,60,604,0,0,OTHER,debt_consolidation,283.55,0.1187,0.2436,1
24,68083,6186,36,534,0,3,RENT,credit_card,199.09,0.0351,0.1442,0
49,29854,10328,48,663,1,8,OWN,debt_consolidation,229.35,0.0922,0.2423,1
34,86177,16502,36,630,0,3,RENT,debt_consolidation,437.17,0.0609,0.1613,0
23,61215,12313,36,729,0,18,OWN,other,310.37,0.0608,0.0635,0
44,38022,10924,48,701,0,25,RENT,home_improvement,267.79,0.0845,0.1066,0
57,72173,28274,36,507,2,23,OWN,credit_card,750.12,0.1247,0.5393,0
36,49816,20172,36,769,0,24,RENT,home_improvement,476.97,0.1149,0.1181,0
24,45571,13814,36,613,0,4,RENT,home_improvement,390.92,0.1029,0.2491,1
44,36382,13891,48,624,0,17,RENT,debt_consolidation,303.68,0.1002,0.1885,0
54,12436,16731,36,532,0,14,MORTGAGE,home_improvement,560.93,0.5413,0.8609,1
50,62087,20603,36,668,1,19,RENT,home_improvement,573.98,0.1109,0.3092,0
38,17437,27823,48,678,0,25,MORTGAGE,debt_consolidation,513.33,0.3533,0.5245,0
39,34134,10880,36,769,0,7,RENT,debt_consolidation,363.19,0.1277,0.1447,0
51,58656,5055,60,709,1,1,OWN,debt_consolidation,81.78,0.0167,0.121,0
39,39986,9438,36,614,0,24,RENT,home_improvement,254.17,0.0763,0.1098,0
69,53143,6244,36,525,2,12,RENT,debt_consolidation,115.28,0.026,0.3631,1
66,25726,1000,24,609,0,26,OTHER,home_improvement,67.15,0.0313,0.0653,0
39,43030,29105,36,723,0,12,RENT,debt_consolidation,816.29,0.2276,0.4124,1
42,53267,23545,60,622,0,29,RENT,home_improvement,396.39,0.0893,0.1499,0
44,30970,1000,36,573,0,27,OWN,other,74.66,0.0289,0.065,0
65,83727,17179,48,661,0,13,MORTGAGE,other,410.84,0.0589,0.1094,0
32,37251,11232,24,626,2,14,OTHER,home_improvement,484.03,0.1559,0.4986,1
50,77568,10040,48,618,0,28,MORTGAGE,debt_consolidation,236.09,0.0365,0.0745,0
58,46643,1000,60,597,1,20,OWN,home_improvement,34.01,0.0088,0.0974,0
51,18630,14747,36,657,0,11,RENT,home_improvement,493.24,0.3177,0.522,1
56,27261,15769,48,721,0,22,OWN,major_purchase,283.19,0.1247,0.1026,0
39,53521,3231,60,685,0,4,OWN,other,-0.44,-0.0001,0.064,0
68,70655,31227,48,515,1,2,RENT,debt_consolidation,591.14,0.1004,0.593,1
65,85395,22913,24,758,1,17,OWN,home_improvement,980.57,0.1378,0.1982,0
56,52564,4336,36,702,1,2,RENT,debt_consolidation,114.78,0.0262,0.149,1
50,26455,25230,24,671,0,13,OWN,debt_consolidation,995.94,0.4518,0.7791,1
69,55569,10344,60,679,0,1,RENT,credit_card,162.73,0.0351,0.1122,0
53,33495,25551,48,690,1,17,RENT,credit_card,640.18,0.2294,0.5119,0
38,57843,1000,60,677,0,12,OWN,home_improvement,38.04,0.0079,0.0573,0
69,31170,16700,12,582,1,1,RENT,major_purchase,1465.41,0.5642,0.9597,1
48,8208,2837,36,685,0,11,RENT,home_improvement,13.64,0.0199,0.082,0
67,76337,6626,24,661,0,26,RENT,other,290.68,0.0457,0.0792,0
31,45471,1000,36,679,0,1,RENT,home_improvement,53.41,0.0141,0.0723,0
65,50993,2655,36,605,0,7,RENT,other,108.35,0.0255,0.1236,0
53,69934,2597,36,726,0,28,MORTGAGE,home_improvement,59.48,0.0102,0.0309,0
37,87576,1346,60,610,1,4,RENT,credit_card,71.76,0.0098,0.1801,0
26,64401,16886,36,646,0,28,OWN,credit_card,493.65,0.092,0.1129,0
24,52060,1000,36,614,0,24,OWN,home_improvement,32.18,0.0074,0.0583,0
40,59257,17988,60,580,0,10,MORTGAGE,home_improvement,278.38,0.0564,0.1539,0
68,44104,25058,60,700,0,12,RENT,home_improvement,343.37,0.0934,0.1468,0
67,50722,6109,36,614,1,27,MORTGAGE,home_improvement,73.86,0.0175,0.1019,0
47,52897,14150,60,660,0,20,OTHER,other,202.18,0.0459,0.087,0
35,34267,11643,36,552,0,16,RENT,debt_consolidation,315.7,0.1106,0.2385,0
26,50423,10884,36,522,0,23,OWN,credit_card,268.54,0.0639,0.1594,0
67,57342,1000,60,771,0,15,RENT,home_improvement,33.89,0.0071,0.0442,0
34,60340,3731,48,761,0,18,RENT,debt_consolidation,118.88,0.0236,0.047,0
31,58746,29614,60,607,0,25,RENT,other,431.04,0.088,0.1665,0
59,23219,18238,60,681,0,26,MORTGAGE,major_purchase,331.43,0.1713,0.1968,1
29,74585,12586,36,618,0,25,OWN,debt_consolidation,348.28,0.056,0.1044,0
46,72925,1000,48,696,0,14,RENT,debt_consolidation,-65.33,-0.0108,0.0524,0
36,48077,20931,36,574,0,17,RENT,home_improvement,626.84,0.1565,0.3157,0
25,59110,5883,36,567,0,28,OWN,debt_consolidation,116.64,0.0237,0.0825,0
30,45668,2625,36,651,0,5,RENT,credit_card,201.43,0.0529,0.1072,0
23,65039,3627,36,676,0,3,MORTGAGE,debt_consolidation,159.13,0.0294,0.0766,0
33,33714,20106,60,601,0,3,OWN,other,327.98,0.1167,0.2451,1
63,76849,14290,60,558,0,29,OWN,major_purchase,238.08,0.0372,0.0841,0
69,64044,23645,48,738,0,12,OWN,debt_consolidation,423.04,0.0793,0.1168,0
50,64508,26257,36,617,1,8,MORTGAGE,other,817.2,0.152,0.3887,0
65,47898,7605,48,618,0,9,MORTGAGE,other,115.98,0.0291,0.0892,0
26,21747,14573,48,736,0,13,RENT,credit_card,305.7,0.1687,0.1985,0
37,67678,11969,60,806,0,27,RENT,debt_consolidation,167.38,0.0297,0.0455,1
65,22408,1382,36,672,0,7,RENT,major_purchase,61.44,0.0329,0.0766,0
39,67919,2820,36,711,0,2,OTHER,debt_consolidation,77.29,0.0137,0.0589,0
62,34557,13358,60,570,0,8,RENT,credit_card,191.32,0.0664,0.1784,0
55,18259,14429,60,701,0,28,RENT,debt_consolidation,263.7,0.1733,0.1565,0
66,50019,14451,36,709,0,0,RENT,credit_card,476.61,0.1143,0.2038,1
46,73656,14466,24,582,0,14,RENT,debt_consolidation,605.19,0.0986,0.1926,0
25,30687,6840,60,612,2,14,OWN,home_improvement,4.46,0.0017,0.1813,0
49,81980,36214,48,735,0,27,RENT,debt_consolidation,773.24,0.1132,0.1755,0
57,63134,17318,48,630,0,29,RENT,home_improvement,286.96,0.0545,0.0926,0
40,53135,9244,36,749,0,6,RENT,major_purchase,188.3,0.0425,0.0939,0
69,41287,19023,36,651,0,14,RENT,debt_consolidation,454.75,0.1322,0.2359,1
41,42682,6487,12,647,0,6,RENT,home_improvement,575.9,0.1619,0.228,0
30,58603,15267,48,718,0,12,MORTGAGE,debt_consolidation,245.45,0.0503,0.0791,0
25,66920,19006,36,793,0,11,RENT,home_improvement,577.31,0.1035,0.1372,0
56,38130,20509,36,696,0,17,RENT,credit_card,610.24,0.1921,0.2832,0
26,33869,2426,36,662,2,6,MORTGAGE,credit_card,24.24,0.0086,0.1961,0
46,45723,45290,36,738,0,6,MORTGAGE,debt_consolidation,1282.01,0.3365,0.6573,0
24,77872,26818,36,743,0,14,OWN,debt_consolidation,803.85,0.1239,0.1496,0
59,25662,35325,24,687,0,8,RENT,debt_consolidation,1442.76,0.6747,0.871,1
59,72849,12438,60,676,0,5,MORTGAGE,other,268.91,0.0443,0.0892,1
55,50845,17467,24,699,0,25,RENT,home_improvement,736.23,0.1738,0.2163,0
21,16945,15364,36,549,0,26,MORTGAGE,other,392.32,0.2778,0.5059,0
44,40767,9529,36,576,1,25,MORTGAGE,other,305.99,0.0901,0.2025,0
56,62193,22576,60,666,0,8,OWN,other,339.95,0.0656,0.1363,0
26,86036,6163,36,596,0,18,RENT,credit_card,240.49,0.0335,0.1195,0
61,23452,21982,24,652,0,23,RENT,debt_consolidation,858.3,0.4392,0.693,1
66,8000,10019,12,664,0,19,OTHER,other,900.39,1.3506,0.9667,1
64,23808,18990,48,581,0,29,MORTGAGE,debt_consolidation,406.53,0.2049,0.2802,0
51,72608,29616,48,691,0,15,RENT,credit_card,652.62,0.1079,0.1689,0
40,14125,13669,36,516,1,15,RENT,other,360.02,0.3059,0.7628,1
44,79945,22802,24,627,0,26,OWN,credit_card,969.67,0.1456,0.1794,0
45,74296,9910,36,542,0,0,OTHER,debt_consolidation,148.79,0.024,0.1285,0
56,53820,3186,48,627,0,22,MORTGAGE,debt_consolidation,77.3,0.0172,0.0641,0
41,37472,31617,48,716,0,12,RENT,other,593.02,0.1899,0.3458,0
50,51105,22477,24,598,0,18,RENT,other,973.94,0.2287,0.4826,0
44,62221,13655,48,508,0,3,RENT,home_improvement,257.74,0.0497,0.2574,0
64,59169,21964,36,633,1,18,MORTGAGE,other,582.9,0.1182,0.3195,1
62,84793,4836,48,591,0,21,RENT,debt_consolidation,42.55,0.006,0.0712,1
50,44797,19422,48,650,0,9,MORTGAGE,debt_consolidation,413.83,0.1109,0.1667,1
42,23983,17170,60,633,0,12,RENT,debt_consolidation,243.81,0.122,0.1971,0
48,20454,21505,36,662,0,0,RENT,debt_consolidation,594.72,0.3489,0.6542,0
27,16454,31417,36,732,0,12,OWN,debt_consolidation,856.35,0.6245,0.8172,0
55,53925,29482,36,623,0,9,MORTGAGE,debt_consolidation,767.71,0.1708,0.3435,0
48,45312,1111,36,656,0,14,RENT,credit_card,11.43,0.003,0.0698,0
34,50653,1000,12,627,0,28,RENT,debt_consolidation,53.81,0.0127,0.0542,1
30,39258,17457,36,720,0,14,OWN,debt_consolidation,533.43,0.1631,0.1881,0
36,27796,16693,24,660,0,6,MORTGAGE,other,752.38,0.3248,0.4653,1
36,62286,3638,60,686,0,25,OWN,debt_consolidation,-5.33,-0.001,0.0392,0
51,8000,5392,48,703,0,13,RENT,debt_consolidation,122.01,0.183,0.2004,0
62,33968,7296,36,513,0,7,OWN,debt_consolidation,188.66,0.0666,0.2075,0
45,65729,28350,24,705,1,18,MORTGAGE,small_business,1137.29,0.2076,0.5488,1
33,31983,10275,36,676,1,24,MORTGAGE,credit_card,292.7,0.1098,0.1631,0
26,57833,1000,36,602,0,17,OWN,credit_card,51.23,0.0106,0.0747,0
64,33994,14355,36,740,0,14,OTHER,debt_consolidation,265.66,0.0938,0.0971,0
29,40883,14972,36,719,0,25,RENT,credit_card,466.13,0.1368,0.1474,0
65,61498,4678,60,636,0,26,OWN,debt_consolidation,113.51,0.0221,0.0583,1
56,24443,20903,48,505,0,25,MORTGAGE,debt_consolidation,434.16,0.2131,0.4294,0
63,64905,26372,36,645,0,8,RENT,credit_card,688.66,0.1273,0.2568,0
40,50918,11446,60,580,0,11,OTHER,other,215.24,0.0507,0.1128,0
38,75128,1000,12,496,0,20,RENT,debt_consolidation,50.59,0.0081,0.1065,0
63,54162,12262,36,690,0,21,RENT,major_purchase,404.11,0.0895,0.1188,0
41,28610,18016,36,756,0,13,RENT,debt_consolidation,545.34,0.2287,0.2951,0
24,84559,1000,48,643,0,1,RENT,debt_consolidation,21.81,0.0031,0.0949,0
53,30281,19815,36,668,0,4,OWN,debt_consolidation,510.15,0.2022,0.2791,0
47,45456,11250,36,743,0,21,RENT,other,337.31,0.089,0.1089,0
27,69148,15437,60,662,0,4,RENT,debt_consolidation,296.89,0.0515,0.1617,1
26,12401,12103,36,607,0,13,MORTGAGE,credit_card,319.48,0.3092,0.4459,0
35,78793,7465,48,493,0,3,RENT,debt_consolidation,176.09,0.0268,0.1785,0
38,26982,13890,60,707,0,23,MORTGAGE,credit_card,207.5,0.0923,0.096,0
52,40900,9910,36,679,0,1,RENT,credit_card,188.18,0.0552,0.1256,0
31,55777,11424,60,714,0,0,OWN,debt_consolidation,107.25,0.0231,0.0797,0
40,49165,6195,48,478,0,1,RENT,small_business,136.87,0.0334,0.2474,0
44,65783,20367,60,795,0,12,OWN,major_purchase,415.61,0.0758,0.088,0
35,17983,27367,36,594,2,26,MORTGAGE,debt_consolidation,711.84,0.475,0.896,1
68,64549,6267,60,726,0,19,OTHER,home_improvement,64.21,0.0119,0.0437,1
27,66144,13831,24,517,0,16,RENT,debt_consolidation,591.31,0.1073,0.2645,0
41,70584,4048,48,595,0,24,OWN,major_purchase,86.18,0.0147,0.0745,0
62,18206,18880,36,611,0,12,OWN,home_improvement,538.73,0.3551,0.6573,1
46,20621,17242,36,578,0,16,OTHER,debt_consolidation,504.84,0.2938,0.4534,1
64,43152,9210,24,592,0,4,MORTGAGE,small_business,382.84,0.1065,0.234,0
34,22783,14172,36,763,0,23,RENT,debt_consolidation,400.51,0.211,0.2024,1
57,13920,23652,36,626,1,24,OWN,debt_consolidation,600.66,0.5178,0.9681,1
41,42290,1000,36,799,0,24,RENT,home_improvement,6.87,0.0019,0.0306,0
38,54681,2081,36,723,0,7,MORTGAGE,debt_consolidation,120.91,0.0265,0.0613,0
25,105979,20818,36,509,0,21,MORTGAGE,debt_consolidation,601.85,0.0681,0.2019,0
23,60973,15544,36,626,0,21,OTHER,debt_consolidation,445.73,0.0877,0.1135,0
43,85045,14298,36,622,0,28,OWN,small_business,353.55,0.0499,0.1217,0
46,49116,24429,60,583,1,11,OWN,debt_consolidation,366.94,0.0896,0.3453,0
57,61191,22044,48,735,0,8,RENT,debt_consolidation,405.53,0.0795,0.1524,0
44,47077,32151,12,710,1,17,OWN,debt_consolidation,2587.49,0.6596,1.0,1
69,103662,23949,36,800,0,15,RENT,debt_consolidation,651.79,0.0755,0.0926,0
39,36288,20257,48,617,0,18,MORTGAGE,home_improvement,402.54,0.1331,0.2002,0
45,39000,14460,24,680,0,21,RENT,credit_card,611.74,0.1882,0.2242,0
41,65930,13558,36,625,0,7,RENT,major_purchase,428.4,0.078,0.1667,0
32,54149,14967,36,622,0,6,MORTGAGE,home_improvement,384.43,0.0852,0.1558,0
61,41516,17229,60,706,0,23,MORTGAGE,debt_consolidation,349.61,0.1011,0.1179,1
53,69207,2932,36,804,0,20,OWN,credit_card,107.17,0.0186,0.0278,0
24,49177,17635,48,718,0,8,MORTGAGE,home_improvement,438.49,0.107,0.1266,1
62,49036,12566,36,711,0,21,MORTGAGE,credit_card,292.09,0.0715,0.0828,0
27,54611,18570,48,645,1,11,RENT,other,445.52,0.0979,0.3243,1
42,15317,9223,36,709,0,13,RENT,other,222.46,0.1743,0.2238,0
53,18134,8405,36,732,0,9,MORTGAGE,home_improvement,193.7,0.1282,0.111,0
37,71737,17307,36,589,1,15,MORTGAGE,other,477.8,0.0799,0.2518,1
44,36460,19772,60,652,0,28,RENT,credit_card,287.11,0.0945,0.1266,0
54,47340,8960,24,627,0,1,RENT,debt_consolidation,394.8,0.1001,0.2364,0
48,82248,28192,36,605,0,5,MORTGAGE,credit_card,825.16,0.1204,0.3108,1
63,48242,28123,48,718,0,10,MORTGAGE,debt_consolidation,610.59,0.1519,0.1861,0
61,45798,1000,48,633,0,3,RENT,debt_consolidation,18.02,0.0047,0.0928,0
59,67921,7229,36,683,2,4,RENT,credit_card,259.78,0.0459,0.3161,0
42,38034,16162,36,683,1,4,OTHER,debt_consolidation,470.36,0.1484,0.314,0
69,74058,18707,36,631,0,16,RENT,debt_consolidation,512.38,0.083,0.1769,0
37,67511,36323,36,548,1,25,RENT,credit_card,1002.59,0.1782,0.5118,0
54,86606,16408,60,625,0,4,OWN,debt_consolidation,229.25,0.0318,0.1061,0
26,36193,13835,12,686,1,25,RENT,debt_consolidation,1104.71,0.3663,0.769,1
66,77339,3619,60,671,0,10,RENT,major_purchase,37.57,0.0058,0.0745,0
26,61081,1000,36,513,0,8,RENT,debt_consolidation,-24.86,-0.0049,0.127,0
54,23492,13663,36,706,0,14,RENT,small_business,322.02,0.1645,0.2687,0
21,8000,35573,36,611,1,23,MORTGAGE,other,942.29,1.4134,0.8964,1
30,34039,12882,48,690,2,23,OWN,major_purchase,322.11,0.1136,0.2876,0
41,55846,7272,12,707,0,2,RENT,debt_consolidation,565.57,0.1215,0.1951,0
25,58746,19520,48,682,0,15,RENT,home_improvement,447.91,0.0915,0.1314,0
22,48818,1000,48,781,0,8,RENT,debt_consolidation,-11.18,-0.0027,0.0399,0
42,48997,15792,36,719,0,24,RENT,home_improvement,448.14,0.1098,0.1141,0
68,47480,23243,36,618,1,25,MORTGAGE,credit_card,604.94,0.1529,0.3115,0
22,70624,5524,36,625,1,22,RENT,home_improvement,163.25,0.0277,0.124,1
30,21274,28688,48,644,0,5,OWN,major_purchase,711.55,0.4014,0.8304,1
54,55365,21596,36,625,0,8,MORTGAGE,credit_card,565.0,0.1225,0.2002,0
36,33544,28779,48,675,0,26,RENT,home_improvement,584.88,0.2092,0.3476,0
68,31869,1236,36,570,1,21,RENT,debt_consolidation,-25.04,-0.0094,0.1191,0
59,73524,13192,48,746,0,18,MORTGAGE,credit_card,329.81,0.0538,0.0652,0
42,30334,24221,48,652,0,5,MORTGAGE,credit_card,567.56,0.2245,0.3903,1
32,47209,1000,36,744,0,10,MORTGAGE,credit_card,-18.83,-0.0048,0.0419,0
44,89169,24470,60,567,0,1,OWN,credit_card,399.98,0.0538,0.217,0
67,66761,13201,48,567,0,17,OTHER,debt_consolidation,296.06,0.0532,0.1335,1
60,40900,24396,36,725,0,27,MORTGAGE,debt_consolidation,681.03,0.1998,0.2221,0
58,42552,17174,48,604,0,6,RENT,home_improvement,311.53,0.0879,0.1841,0
30,25455,29108,48,580,0,23,OWN,credit_card,558.09,0.2631,0.4774,0
55,76012,2080,36,731,1,22,RENT,debt_consolidation,-3.81,-0.0006,0.0745,0
69,70227,18290,36,593,0,20,OWN,debt_consolidation,559.28,0.0956,0.1496,1
52,63732,1000,36,648,0,3,RENT,credit_card,60.95,0.0115,0.0893,1
27,65936,19195,60,612,0,23,RENT,small_business,403.34,0.0734,0.1901,0
41,34509,18278,48,703,0,27,RENT,debt_consolidation,330.39,0.1149,0.1327,0
40,19041,12149,24,665,0,24,RENT,credit_card,521.19,0.3285,0.4274,0
46,61210,7162,36,713,1,6,OWN,other,205.75,0.0403,0.1269,0
24,67771,11746,12,566,1,16,OWN,debt_consolidation,997.4,0.1766,0.45,0
66,82140,15976,36,666,0,3,RENT,debt_consolidation,474.26,0.0693,0.1567,0
42,45982,17841,36,656,1,12,MORTGAGE,other,655.44,0.1711,0.3671,0
35,43064,34323,36,597,0,19,OWN,debt_consolidation,1111.33,0.3097,0.6815,0
60,45214,23734,60,577,0,25,OWN,home_improvement,413.53,0.1098,0.2103,0
41,63414,9131,60,643,1,18,RENT,credit_card,232.93,0.0441,0.1901,0
35,44358,20793,24,629,0,3,MORTGAGE,debt_consolidation,823.29,0.2227,0.355,1
42,48955,23813,36,732,0,24,OWN,debt_consolidation,656.5,0.1609,0.1676,0
48,66621,8440,60,707,0,12,MORTGAGE,credit_card,100.8,0.0182,0.0549,0
34,37483,22021,36,601,0,0,RENT,home_improvement,624.3,0.1999,0.4457,0
47,77823,1000,48,632,0,1,RENT,debt_consolidation,47.12,0.0073,0.0987,0
61,62661,8076,60,688,0,6,RENT,home_improvement,249.57,0.0478,0.1089,0
60,12847,1000,48,695,0,29,RENT,credit_card,-25.73,-0.024,0.0345,0
48,39692,12889,36,733,0,24,RENT,debt_consolidation,424.34,0.1283,0.139,0
46,9513,10263,60,645,0,22,MORTGAGE,home_improvement,150.38,0.1897,0.2264,0
69,46066,11030,60,661,0,29,OWN,debt_consolidation,155.93,0.0406,0.0704,0
22,40033,23154,48,525,0,16,RENT,credit_card,470.6,0.1411,0.3929,0
45,66697,15905,36,572,0,28,MORTGAGE,credit_card,540.84,0.0973,0.1573,0
23,32379,23003,48,713,0,6,RENT,credit_card,381.18,0.1413,0.2274,1
28,57754,31263,36,573,1,21,RENT,debt_consolidation,891.03,0.1851,0.5012,1
64,61376,35946,36,532,0,12,OWN,home_improvement,1054.8,0.2062,0.4658,1
53,55143,13601,36,703,0,16,OWN,home_improvement,329.45,0.0717,0.0894,0
62,72802,20347,60,622,0,0,OWN,home_improvement,365.78,0.0603,0.1803,1
55,91365,13452,60,594,0,27,RENT,other,188.03,0.0247,0.0822,0
26,52238,25141,48,546,0,1,RENT,other,621.91,0.1429,0.4502,0
59,58103,23196,36,546,0,5,MORTGAGE,credit_card,579.89,0.1198,0.3199,0
43,32394,8394,36,618,0,11,OTHER,debt_consolidation,262.13,0.0971,0.1484,0
45,29609,9866,60,640,1,12,RENT,major_purchase,142.82,0.0579,0.2013,0
63,70676,28860,48,737,0,19,OWN,debt_consolidation,594.27,0.1009,0.1107,0
39,68030,9508,60,640,0,19,RENT,credit_card,144.02,0.0254,0.0818,0
25,29407,13882,36,627,0,21,RENT,credit_card,441.12,0.18,0.2357,0
31,23835,21750,48,629,1,8,MORTGAGE,other,462.87,0.233,0.6087,1
32,37025,13344,60,492,0,16,OWN,other,152.1,0.0493,0.1647,0
30,47172,30339,36,615,0,29,MORTGAGE,major_purchase,861.82,0.2192,0.3109,1
28,41817,25331,12,694,2,17,OWN,credit_card,2125.01,0.6098,0.8296,0
44,53210,6158,36,656,0,7,OWN,credit_card,223.66,0.0504,0.0971,0
48,68341,9144,60,704,0,7,RENT,debt_consolidation,169.82,0.0298,0.095,0
61,59242,20875,48,725,0,26,MORTGAGE,small_business,359.49,0.0728,0.1157,0
56,60722,14479,48,534,0,10,OTHER,home_improvement,361.09,0.0714,0.1702,0
57,8000,1000,36,604,0,21,OWN,major_purchase,85.5,0.1283,0.1643,0
41,17721,5291,48,720,1,21,RENT,debt_consolidation,137.04,0.0928,0.1642,1
28,34070,17340,48,657,0,27,OTHER,debt_consolidation,376.42,0.1326,0.1393,0
29,37372,23905,36,639,1,7,RENT,credit_card,683.41,0.2194,0.5648,0
67,66796,24048,60,722,0,17,RENT,debt_consolidation,459.25,0.0825,0.1168,0
35,32421,34628,36,594,1,17,RENT,debt_consolidation,1030.65,0.3815,0.8598,1
68,63338,8085,36,598,0,12,RENT,debt_consolidation,251.94,0.0477,0.1414,0
66,34297,8563,36,594,0,0,RENT,other,270.33,0.0946,0.217,1
60,25982,14746,24,556,0,14,OWN,major_purchase,625.11,0.2887,0.5829,1
38,26911,1000,48,634,0,21,OWN,home_improvement,141.78,0.0632,0.0803,1
62,95165,14969,36,662,1,5,OWN,debt_consolidation,314.55,0.0397,0.1992,0
40,33852,13044,60,576,0,29,OWN,debt_consolidation,185.08,0.0656,0.1159,0
26,63819,22917,36,642,0,5,OWN,debt_consolidation,597.53,0.1124,0.184,0
